,Tweet,Textlabel,sentiment,Category
180,..dloesch one constitutional right six-figure position writing atlantic..,positive,0.2857142857142857,non bullying
181,..spann happened manner someone momma teach right 'talking man show u weather,positive,0.2857142857142857,non bullying
182,love theory n explanation tl dumbass didnt understand thing wow head abt explode,positive,0.3,non bullying
183,next time lose iphone using find iphone kind dumbass put,positive,0.3,non bullying
184,one smile quality eternal reassurance may come across four f,positive,0.3,non bullying
185,trying stop golden rice 're asshole goldenrice,positive,0.3,non bullying
186,got notification 'please 'for love god nobody care decade old story e,positive,0.3,non bullying
187,pussy khabib 'you laugh inside 'shut vagina 'you pick som,positive,0.3,non bullying
188,love theory n explanation tl dumbass didnt understand thing wow head abt explode,positive,0.3,non bullying
189,next time lose iphone using find iphone kind dumbass put,positive,0.3,non bullying
190,one smile quality eternal reassurance may come across four f,positive,0.3,non bullying
191,trying stop golden rice 're asshole goldenrice,positive,0.3,non bullying
192,got notification 'please 'for love god nobody care decade old story e,positive,0.3,non bullying
193,.it first explained rich people right asshole earned 'bullshit 'nobody,positive,0.3035714285714285,non bullying
194,.it first explained rich people right asshole earned 'bullshit 'nobody,positive,0.3035714285714285,non bullying
195,get home surprised new toy feel fucking good pussy vibrator cum thirstythursday ho,positive,0.3121212121212121,non bullying
196,get home surprised new toy feel fucking good pussy vibrator cum thirstythursday ho,positive,0.3121212121212121,non bullying
197,foxnews ppl know live love libtard .i suspect trump toesucker,positive,0.3181818181818182,non bullying
198,is. face true cock slut. matter degraded feel love this. live for..,positive,0.3287878787878788,non bullying
199,seem cute sudden she\ cute since beginning dumbass,positive,0.3333333333333333,non bullying
200,dumbass loyal relationship start,positive,0.3333333333333333,non bullying
201,thanks great info g.farben used jewish slave factory holocaust,positive,0.3333333333333333,non bullying
202,dumbass loyal relationship start,positive,0.3333333333333333,non bullying
203,thanks great info g.farben used jewish slave factory holocaust,positive,0.3333333333333333,non bullying
204,aight got ta know 'are cool think fugly turn 40 month opinion se,positive,0.35,non bullying
205,whoop haha worry happened many time p,positive,0.35,non bullying
206,today visited auschwitz incredibly sobering experience also stark reminder must continue oppo,positive,0.35,non bullying
207,helping understand life daily insight tip analysis purpose existence happiness bias prejudice,positive,0.35,non bullying
208,meeting speech charming british person told brit want get rid,positive,0.35,non bullying
209,.like many would-be authoritarian trump ignores real threat country face preferring manufactur,positive,0.35,non bullying
210,.shout amazon reviewer enjoyed book felt much liberalism feminism ..,positive,0.35,non bullying
211,mfao ky 'dats said true l,positive,0.35,non bullying
212,talking running bus full randoms gang friend like abso,positive,0.35,non bullying
213,.attn wrestler attending .wrestlecon cool one another asshole like douchebag j,positive,0.35,non bullying
214,cool know retired nurse libtard retweets bot account,positive,0.35,non bullying
215,aight got ta know 'are cool think fugly turn 40 month opinion se,positive,0.35,non bullying
216,whoop haha worry happened many time p,positive,0.35,non bullying
217,aight got ta know 'are cool think fugly turn 40 month opinion se,positive,0.35,non bullying
218,whoop haha worry happened many time p,positive,0.35,non bullying
219,today visited auschwitz incredibly sobering experience also stark reminder must continue oppo,positive,0.35,non bullying
220,helping understand life daily insight tip analysis purpose existence happiness bias prejudice,positive,0.35,non bullying
221,meeting speech charming british person told brit want get rid,positive,0.35,non bullying
222,.like many would-be authoritarian trump ignores real threat country face preferring manufactur,positive,0.35,non bullying
223,.shout amazon reviewer enjoyed book felt much liberalism feminism ..,positive,0.35,non bullying
224,mfao ky 'dats said true l,positive,0.35,non bullying
225,talking running bus full randoms gang friend like abso,positive,0.35,non bullying
226,.attn wrestler attending .wrestlecon cool one another asshole like douchebag j,positive,0.35,non bullying
227,blackmail prejudice persecution gay right nigeria,positive,0.35119047619047616,non bullying
228,blackmail prejudice persecution gay right nigeria,positive,0.35119047619047616,non bullying
229,.fake as bitch ky camille pure flirting cute xx,positive,0.35714285714285715,non bullying
230,.fake as bitch ky camille pure flirting cute xx,positive,0.35714285714285715,non bullying
231,.oh god fuck love park amp rec 'and casted nct member perfectly,positive,0.3666666666666667,non bullying
232,kms= keeping safe kys= keep safe one dying today *busts staying alive* .lilashmash,positive,0.3666666666666667,non bullying
233,good job today royal rumble 'enjoy wwe low iq potato..,positive,0.3666666666666667,non bullying
234,.oh god fuck love park amp rec 'and casted nct member perfectly,positive,0.3666666666666667,non bullying
235,kms= keeping safe kys= keep safe one dying today *busts staying alive* .lilashmash,positive,0.3666666666666667,non bullying
236,.the new balance 999 perfect shoe 'new balance really pushed instead fugly 990s everyone,positive,0.3681818181818181,non bullying
237,.the new balance 999 perfect shoe 'new balance really pushed instead fugly 990s everyone,positive,0.3681818181818181,non bullying
238,.the new balance 999 perfect shoe 'new balance really pushed instead fugly 990s everyone,positive,0.3681818181818181,non bullying
239,100k rts lil yachty remix team got 3 week 'original song bio.. 'please help,positive,0.375,non bullying
240,best person job always seem straight white middle-aged middle-class man .anoosh.c,positive,0.4,non bullying
241,honestly much better every way love much stop admiring photo af,positive,0.4,non bullying
242,tired society everyone perfect way attitude f*** 'be honest 'if,positive,0.4,non bullying
243,best person job always seem straight white middle-aged middle-class man .anoosh.c,positive,0.4,non bullying
244,honestly much better every way love much stop admiring photo af,positive,0.4,non bullying
245,tired society everyone perfect way attitude f*** 'be honest 'if,positive,0.4,non bullying
246,.can trend backpack stay primary school plz fugly,positive,0.4,non bullying
247,labour credibly confront prejudice others must purge bigot racist fool 'the n le,positive,0.4,non bullying
248,playing monster exo yes im dancing like nobody watching dont care.. 'enjoy,positive,0.4,non bullying
249,.i gon na try walk suffer chronic back knee pain like lol maybe asshole,positive,0.4,non bullying
250,free speech use asshole people going opinion,positive,0.4,non bullying
251,let give nutella filled donut shot anything important like party leader arm around gf fag,positive,0.4,non bullying
252,dude 'm canadian well unless covered somehow free 'google,positive,0.4,non bullying
253,you\ 're fat fugly let\ honest tell something don\'t know 've like whole life 'm fu,positive,0.4,non bullying
254,realdonaldtrump see border globe space 'no idiot exp,positive,0.4,non bullying
255,.can trend backpack stay primary school plz fugly,positive,0.4,non bullying
256,.can trend backpack stay primary school plz fugly,positive,0.4,non bullying
257,labour credibly confront prejudice others must purge bigot racist fool 'the n le,positive,0.4,non bullying
258,playing monster exo yes im dancing like nobody watching dont care.. 'enjoy,positive,0.4,non bullying
259,.i gon na try walk suffer chronic back knee pain like lol maybe asshole,positive,0.4,non bullying
260,free speech use asshole people going opinion,positive,0.4,non bullying
261,let give nutella filled donut shot anything important like party leader arm around gf fag,positive,0.4,non bullying
262,dude 'm canadian well unless covered somehow free 'google,positive,0.4,non bullying
263,you\ 're fat fugly let\ honest tell something don\'t know 've like whole life 'm fu,positive,0.4,non bullying
264,stereotyping gay men said b,positive,0.4166666666666667,non bullying
265,ooh please totally fine pussy,positive,0.4166666666666667,non bullying
266,learned people say 'he fine get know basically saying 'he asshole l,positive,0.4166666666666667,non bullying
267,stereotyping gay men said b,positive,0.4166666666666667,non bullying
268,.if someone tell strongest term asshole strongly consider believing them..,positive,0.4333333333333333,non bullying
269,.if someone tell strongest term asshole strongly consider believing them..,positive,0.4333333333333333,non bullying
270,'re special kind special inbred goatfucker go blow mullah knobhead,positive,0.4380952380952381,non bullying
271,jon gruden whole dumbass releasing good punter 'you never know need,positive,0.45,non bullying
272,jon gruden whole dumbass releasing good punter 'you never know need,positive,0.45,non bullying
273,finsta cool regular insta everyone showcase perfect life amp flaw check finsta fe,positive,0.45,non bullying
274,finsta cool regular insta everyone showcase perfect life amp flaw check finsta fe,positive,0.45,non bullying
275,finsta cool regular insta everyone showcase perfect life amp flaw check finsta fe,positive,0.45,non bullying
276,.okay anything yes gay boujie fag lol call want 'but happen first came,positive,0.4888888888888889,non bullying
277,.okay anything yes gay boujie fag lol call want 'but happen first came,positive,0.4888888888888889,non bullying
278,.pain putting outfit cute head find fugly,positive,0.5,non bullying
279,oh know ..new titan unis fugly 'keep enjoying mayo,positive,0.5,non bullying
280,.so many fugly as people around 'bishhh -.-,positive,0.5,non bullying
281,fugly like cute heck,positive,0.5,non bullying
282,.my cute dumbass,positive,0.5,non bullying
283,appreciate person ur life stay ur dumbass bullshit u put love,positive,0.5,non bullying
284,.pshaw 'the great majority feminist either decievers self-decieved 'feminism whole lying ent,positive,0.5,non bullying
285,people always ask feminist really sure say 'feminism wanting equality ho,positive,0.5,non bullying
286,grand architect unverse allowed equally grand goatfucker universe is..,positive,0.5,non bullying
287,tale two people animematsuri 'one table artist alley posted sign support sexual harassment vic,positive,0.5,non bullying
288,condone roseanne barr hitler/nazi-inspired photo shoot 'are ok 'not watching abc anymore..,positive,0.5,non bullying
289,ca ky love many people love,positive,0.5,non bullying
290,thomassanders love deserve,positive,0.5,non bullying
291,.celestialsoph .gibgirl1963 .legit.fag interesting ..what amp title yet,positive,0.5,non bullying
292,seanhannity creative kermie 've seen gif couple thousan,positive,0.5,non bullying
293,best .newyorkmagazine \ni guess liberal iq extremely low maga,positive,0.5,non bullying
294,sure mensch 'try goatfucker like,positive,0.5,non bullying
295,.what creative insult must smartest goatfucker street,positive,0.5,non bullying
296,dloesch yeah sure god approves bullying serial cheating lying pussy grabbin,positive,0.5,non bullying
297,.pain putting outfit cute head find fugly,positive,0.5,non bullying
298,oh know ..new titan unis fugly 'keep enjoying mayo,positive,0.5,non bullying
299,.so many fugly as people around 'bishhh -.-,positive,0.5,non bullying
300,.pain putting outfit cute head find fugly,positive,0.5,non bullying
301,oh know ..new titan unis fugly 'keep enjoying mayo,positive,0.5,non bullying
302,.so many fugly as people around 'bishhh -.-,positive,0.5,non bullying
303,fugly like cute heck,positive,0.5,non bullying
304,.pshaw 'the great majority feminist either decievers self-decieved 'feminism whole lying ent,positive,0.5,non bullying
305,people always ask feminist really sure say 'feminism wanting equality ho,positive,0.5,non bullying
306,grand architect unverse allowed equally grand goatfucker universe is..,positive,0.5,non bullying
307,tale two people animematsuri 'one table artist alley posted sign support sexual harassment vic,positive,0.5,non bullying
308,condone roseanne barr hitler/nazi-inspired photo shoot 'are ok 'not watching abc anymore..,positive,0.5,non bullying
309,ca ky love many people love,positive,0.5,non bullying
310,thomassanders love deserve,positive,0.5,non bullying
311,.celestialsoph .gibgirl1963 .legit.fag interesting ..what amp title yet,positive,0.5,non bullying
312,seanhannity creative kermie 've seen gif couple thousan,positive,0.5,non bullying
313,best .newyorkmagazine \ni guess liberal iq extremely low maga,positive,0.5,non bullying
314,donkey 'from best uniform fugly orange blue 'good riddance gruden tolerate nonsense,positive,0.5666666666666667,non bullying
315,donkey 'from best uniform fugly orange blue 'good riddance gruden tolerate nonsense,positive,0.5666666666666667,non bullying
316,hey 'm editorial board awesome new art magazine jellyfish funded duke university 'if w,positive,0.5681818181818181,non bullying
317,hey 'm editorial board awesome new art magazine jellyfish funded duke university 'if w,positive,0.5681818181818181,non bullying
318,lem tell sweet mudafaka go ky lol,positive,0.575,non bullying
319,lem tell sweet mudafaka go ky lol,positive,0.575,non bullying
320,yeah honestly fugly,positive,0.6,non bullying
321,ann leary shook head i\ 've rented body april witch sure close close 'laughed cecy,positive,0.6,non bullying
322,louis platinum recording solo artist 'let sink in.are ok 'good 'some news 'harry platinum selling,positive,0.6,non bullying
323,omg .kissasins sexy delicious 'you amazing booty smile tit shave pussy,positive,0.6,non bullying
324,nice use imagination like 're saying nonsense get cre,positive,0.6,non bullying
325,lmao going asshole people,positive,0.6,non bullying
326,.arran 15 min fag sat meal know gon na nice fag,positive,0.6,non bullying
327,yeah honestly fugly,positive,0.6,non bullying
328,yeah honestly fugly,positive,0.6,non bullying
329,ann leary shook head i\ 've rented body april witch sure close close 'laughed cecy,positive,0.6,non bullying
330,louis platinum recording solo artist 'let sink in.are ok 'good 'some news 'harry platinum selling,positive,0.6,non bullying
331,omg .kissasins sexy delicious 'you amazing booty smile tit shave pussy,positive,0.6,non bullying
332,nice use imagination like 're saying nonsense get cre,positive,0.6,non bullying
333,.watching end starship trooper 'doogie howser turned full nazi regalia 'incredible movie..,positive,0.625,non bullying
334,.watching end starship trooper 'doogie howser turned full nazi regalia 'incredible movie..,positive,0.625,non bullying
335,many irishman serving u army mexican-american war experienced racism anti-catholic prejudice,positive,0.65,non bullying
336,many irishman serving u army mexican-american war experienced racism anti-catholic prejudice,positive,0.65,non bullying
337,.fuck look good,positive,0.7,non bullying
338,..paulsmithjnr sportsman loved watching stage kid pint fag hand magician,positive,0.7,non bullying
339,good fugly,positive,0.7,non bullying
340,.poor dog..nothing good come arab..goatfucker,positive,0.7,non bullying
341,look could allowed worship 'prove good slave findom domme findomme femdom femdomme,positive,0.7,non bullying
342,..paulsmithjnr sportsman loved watching stage kid pint fag hand magician,positive,0.7,non bullying
343,good fugly,positive,0.7,non bullying
344,episode four 'nazi furries 'awesome repeal merch shanowenshakedown 'hear latest episode,positive,0.75,non bullying
345,episode four 'nazi furries 'awesome repeal merch shanowenshakedown 'hear latest episode,positive,0.75,non bullying
346,really happy see member speaking antisemitism admitting issue something,positive,0.8,non bullying
347,know lol also kilgrave 'and voice actor nazi nazi zombie cod ww2,positive,0.8,non bullying
348,as pussy begging used happy asswednesday everyone 'looks like asshole puckering,positive,0.8,non bullying
349,imagine needed another nigger help win title mxm brock lesnar one man,positive,0.8,non bullying
350,..legit.fag lol ..i lot 'what say people talk,positive,0.8,non bullying
351,meaht fag lol,positive,0.8,non bullying
352,happened enravish kid fag lol,positive,0.8,non bullying
353,really happy see member speaking antisemitism admitting issue something,positive,0.8,non bullying
354,know lol also kilgrave 'and voice actor nazi nazi zombie cod ww2,positive,0.8,non bullying
355,as pussy begging used happy asswednesday everyone 'looks like asshole puckering,positive,0.8,non bullying
356,imagine needed another nigger help win title mxm brock lesnar one man,positive,0.8,non bullying
357,..legit.fag lol ..i lot 'what say people talk,positive,0.8,non bullying
358,.i fugly cry handle 'this beautiful 'euphoria bop,positive,0.85,non bullying
359,.i fugly cry handle 'this beautiful 'euphoria bop,positive,0.85,non bullying
360,.i fugly cry handle 'this beautiful 'euphoria bop,positive,0.85,non bullying
0,.for every pathetic loser nation produced 3/4 great son fill heart hope pleasure,neutral,-0.09999999999999998,non bullying
1,honestly .potus stupid illiterate know,neutral,-0.09999999999999998,non bullying
2,.for every pathetic loser nation produced 3/4 great son fill heart hope pleasure,neutral,-0.09999999999999998,non bullying
3,honestly .potus stupid illiterate know,neutral,-0.09999999999999998,non bullying
4,matter 'not dude skin color ok bad b,neutral,-0.09999999999999992,non bullying
5,matter 'not dude skin color ok bad b,neutral,-0.09999999999999992,non bullying
6,whole group thug mentality make tough make pussy care,neutral,-0.09444444444444444,non bullying
7,ah reverting name calling typical. fuck right nobody care opinion,neutral,-0.09365079365079364,non bullying
8,.i miss .h0eslovebree fugly booty as 'dont nobody laugh dumb shit w/,neutral,-0.09166666666666667,non bullying
9,.i miss .h0eslovebree fugly booty as 'dont nobody laugh dumb shit w/,neutral,-0.09166666666666667,non bullying
10,thank saying 'people dumb thinking it\ act much,neutral,-0.0875,non bullying
11,thank saying 'people dumb thinking it\ act much,neutral,-0.0875,non bullying
12,ok.dumbass .tpm .senmajldr agreed 'mcconnell remembered part failed coup 'he lucky obama lik,neutral,-0.08333333333333334,non bullying
13,.good shit replied pussy massage video scared death would share dick social med,neutral,-0.08333333333333334,non bullying
14,ok.dumbass .tpm .senmajldr agreed 'mcconnell remembered part failed coup 'he lucky obama lik,neutral,-0.08333333333333334,non bullying
15,.good shit replied pussy massage video scared death would share dick social med,neutral,-0.08333333333333334,non bullying
16,.hooked island first episode case study poor teamwork class prejudice..,neutral,-0.07500000000000001,non bullying
17,.hooked island first episode case study poor teamwork class prejudice..,neutral,-0.07500000000000001,non bullying
18,would brake every single bone goatfucker,neutral,-0.07142857142857142,non bullying
19,coming mouth good enough retard someone say,neutral,-0.0666666666666667,non bullying
20,female get relationship sudden start posting excerpt book shit lmaoooooooooo ohhhh n,neutral,-0.06666666666666668,non bullying
21,anyone say shit ainge done low iq individual..,neutral,-0.06666666666666668,non bullying
22,.i really take vast insult nigga asks fuck 'like rubbish listen fag eat pussy,neutral,-0.06666666666666668,non bullying
23,female get relationship sudden start posting excerpt book shit lmaoooooooooo ohhhh n,neutral,-0.06666666666666668,non bullying
24,anyone say shit ainge done low iq individual..,neutral,-0.06666666666666668,non bullying
25,.i really take vast insult nigga asks fuck 'like rubbish listen fag eat pussy,neutral,-0.06666666666666668,non bullying
26,sneadi punch fameles shit nvm lol also beating woman idiot fag,neutral,-0.06666666666666665,non bullying
27,.jimmykimmellive worthless piece shit feel better picking first lady,neutral,-0.0625,non bullying
28,conor mcgregor fucking gangster fucking clown becoming famous cunt fighter khab,neutral,-0.0625,non bullying
29,hell another 11 hour one little extra tweet missed. last one 7 post,neutral,-0.0625,non bullying
30,.my mom fine got someone help moral fucking cunt..,neutral,-0.0611111111111111,non bullying
31,.my mom fine got someone help moral fucking cunt..,neutral,-0.0611111111111111,non bullying
32,realdonaldtrump let continue bloated boob mean really donny fool buffoon 'betw,neutral,-0.05625,non bullying
33,louis decide add article talk feminism lgbt black life matter mental health professional,neutral,-0.05555555555555555,non bullying
34,.uf2 left already established moral justification deploying violence wrong-thinkers 'if one black kill someon,neutral,-0.05555555555555555,non bullying
35,louis decide add article talk feminism lgbt black life matter mental health professional,neutral,-0.05555555555555555,non bullying
36,.uf2 left already established moral justification deploying violence wrong-thinkers 'if one black kill someon,neutral,-0.05555555555555555,non bullying
37,oh amp 1 finally destroyed app..the 1 think practising feminism actually bitter wi,neutral,-0.05,non bullying
38,crazed leftist call u nazi\ million untapped normy mass look direction 't,neutral,-0.05,non bullying
39,ky monkey boi 'm 'the coolest monkey jungle,neutral,-0.05,non bullying
40,jimmykimmel trump attack getting old jimmy piece shit kid born defective b,neutral,-0.05,non bullying
41,stevescalise realdonaldtrump another leftist libtard hater assuming using god hatef,neutral,-0.05,non bullying
42,oh amp 1 finally destroyed app..the 1 think practising feminism actually bitter wi,neutral,-0.05,non bullying
43,crazed leftist call u nazi\ million untapped normy mass look direction 't,neutral,-0.05,non bullying
44,ky monkey boi 'm 'the coolest monkey jungle,neutral,-0.05,non bullying
45,lol think one calling retard etc..,neutral,-0.04999999999999999,non bullying
46,petrit go fuck got calm goatfucker..,neutral,-0.04999999999999999,non bullying
47,tomilahren prove retard. give address threaten writing lol,neutral,-0.04999999999999999,non bullying
48,fucking retard dude gtfo internet lol 'loser,neutral,-0.04999999999999999,non bullying
49,lol think one calling retard etc..,neutral,-0.04999999999999999,non bullying
50,low iq inferiority complex amp self entitlement issue mainly,neutral,-0.04444444444444445,non bullying
51,hey goatfucker muhaysini saudi scum sent syria certainly b,neutral,-0.042857142857142864,non bullying
52,losing property possibly life low iq black commie big deal,neutral,-0.04166666666666666,non bullying
53,.karma really dishing people year fucking happier serf right ye cunt,neutral,-0.038095238095238085,non bullying
54,.karma really dishing people year fucking happier serf right ye cunt,neutral,-0.038095238095238085,non bullying
55,..seanhannity lol 'an alleged celebrity .seanhannity get pathetic turnout compared bunch high school,neutral,-0.03499999999999998,non bullying
56,..seanhannity lol 'an alleged celebrity .seanhannity get pathetic turnout compared bunch high school,neutral,-0.03499999999999998,non bullying
57,big white booty deserves big black cock getting slut throw fat arse back daddy,neutral,-0.03333333333333333,non bullying
58,bet loving knowing grossly fat ugly losest pussy ever body cov,neutral,-0.033333333333333326,non bullying
59,lil nigga better mind say little fuck boy,neutral,-0.029166666666666674,non bullying
60,wow .what low info low iq piece shit,neutral,-0.025,non bullying
61,wow .what low info low iq piece shit,neutral,-0.025,non bullying
62,making supporting mean either asshole irish asshole* point,neutral,-0.02083333333333333,non bullying
63,making supporting mean either asshole irish asshole* point,neutral,-0.02083333333333333,non bullying
64,low iq gross would excuse murdering someone,neutral,-0.016666666666666666,non bullying
65,low iq gross would excuse murdering someone,neutral,-0.016666666666666666,non bullying
66,lmao look pathetic little nazi ricky vaughn 'see pic ricky vaughn clean cut normal looking guy 'see,neutral,-0.014166666666666666,non bullying
67,mean raping u citizen right 'who hell think,neutral,-0.01339285714285715,non bullying
68,mean raping u citizen right 'who hell think,neutral,-0.01339285714285715,non bullying
69,.the world better without 'you better without worthless piece shit,neutral,-1.3877787807814454e-17,non bullying
70,.the world better without 'you better without worthless piece shit,neutral,-1.3877787807814454e-17,non bullying
71,.omg poc wearing fugly blue contact 2018. please make stop,neutral,0.0,non bullying
72,.am one think justin bieber fugly af,neutral,0.0,non bullying
73,carry fugly lookin unwanted people,neutral,0.0,non bullying
74,one want see fugly 3t bike,neutral,0.0,non bullying
75,everyone else line except got debut together gad wear fugly purple,neutral,0.0,non bullying
76,fell didnt ya xd phonecalltrick,neutral,0.0,non bullying
77,fugly alright starting get headache,neutral,0.0,non bullying
78,fugly two henny ..,neutral,0.0,non bullying
79,king show,neutral,0.0,non bullying
80,fugly,neutral,0.0,non bullying
81,.fugly as,neutral,0.0,non bullying
82,.today fatish fugly,neutral,0.0,non bullying
83,.is fugly curse word,neutral,0.0,non bullying
84,damn fugly,neutral,0.0,non bullying
85,fugly,neutral,0.0,non bullying
86,fugly today buddy,neutral,0.0,non bullying
87,.whenever see photo girl wt snapchat heart filter take admission gulit fugly,neutral,0.0,non bullying
88,tweaking libruls definitely includes wearing something fugly..,neutral,0.0,non bullying
89,youtuber disgusses fugly movie sake criticism movie director find ou,neutral,0.0,non bullying
90,.fugly,neutral,0.0,non bullying
91,look like moon-pie search chin fugly,neutral,0.0,non bullying
92,fugly like here header sort match icon anyone want vote xukun zhengti,neutral,0.0,non bullying
93,insult kim fugly af,neutral,0.0,non bullying
94,person hero u,neutral,0.0,non bullying
95,fugly,neutral,0.0,non bullying
96,fugly,neutral,0.0,non bullying
97,.all bitch fugly smoking dope like junky,neutral,0.0,non bullying
98,stock market manipulation hand 1 twitter dumbass allowed happen country 'millions 40,neutral,0.0,non bullying
99,.guess dumbass officially engineering school,neutral,0.0,non bullying
100,.i biggest dumbass ever meet,neutral,0.0,non bullying
101,.sometimes man got ta scooby dooby doo uhhh man dog dumbass le,neutral,0.0,non bullying
102,.ate dumbass,neutral,0.0,non bullying
103,.tweedle dee amp tweedle dumbass,neutral,0.0,non bullying
104,bron blocking shot fxckin dumbass dunk ball,neutral,0.0,non bullying
105,..4billybob2 .selfimposedxile .1nomore1 .chrislutolf .msemmapeele .marion.arual .vettingbernie .flipitdem,neutral,0.0,non bullying
106,.dumbass vbitvhes,neutral,0.0,non bullying
107,also next time dumbass,neutral,0.0,non bullying
108,.this dumbass 'almost every book ever read introduced ci boy 'warriors cirque du freak artemis f,neutral,0.0,non bullying
109,.seeds81planting .cxpage .tkorachael .quidprowtf .vets.vs.bannon .redwaverising1 .franksan240 .tam.resist .unconcious0 .connie48359391,neutral,0.0,non bullying
110,dumbass processed nipple piercing dkfjkd,neutral,0.0,non bullying
111,'m dumbass,neutral,0.0,non bullying
112,bwahahaaa 'dumbass oklahoma gop lawmaker say 25 percent teacher protestors paid actor bussed chicago h,neutral,0.0,non bullying
113,abortion murder killing woman get abortion not..,neutral,0.0,non bullying
114,dumbass one word..,neutral,0.0,non bullying
115,.this dumbass,neutral,0.0,non bullying
116,.if try textile class work imma look like dumbass,neutral,0.0,non bullying
117,voted germany player year zero time 'he fan,neutral,0.0,non bullying
118,realdonaldtrump dumbass 'he won\'t ask 'he order according constitu,neutral,0.0,non bullying
119,idea like 100 october 99 post idolshit idk 'm getting dumbass clout,neutral,0.0,non bullying
120,defending white people 'all saying tweet hypocrite 'if ya dumbass would,neutral,0.0,non bullying
121,..cxpage .tkorachael .quidprowtf .vets.vs.bannon .redwaverising1 .franksan240 .tam.resist .unconcious0,neutral,0.0,non bullying
122,dumbass tried text bitch blocked,neutral,0.0,non bullying
123,beg stop sending hippo related news care picked dumbass identity panic employer,neutral,0.0,non bullying
124,incase understand gaslight cyber-weapons use owl logo dumbass pedo 666 shrimpdick sign,neutral,0.0,non bullying
125,dis pollen everytime step dumbass outside,neutral,0.0,non bullying
126,realdonaldtrump *muhammad ali dumbass 'you conveniently forget fathe,neutral,0.0,non bullying
127,.today punishamuslimday 'there day never 'today day remind muslim,neutral,0.0,non bullying
128,got kidding 'have seen pic hitler roseanne 'that show obnoxious p,neutral,0.0,non bullying
129,manipulated even education 'in brazil school book used imply native,neutral,0.0,non bullying
130,pride prejudice.. zombie,neutral,0.0,non bullying
131,fire prejudice 'it happen anyone place time 'it happen campus country simo,neutral,0.0,non bullying
132,freedom prejudice tireless zeal avail holy endeavour mankind practice th,neutral,0.0,non bullying
133,corbyn attend anti-semitic prejudice course back school jezza,neutral,0.0,non bullying
134,buffon il assez de r f rence l pour porte plainte contre ronaldo contre harc lement sexuel pr judice moral homicide volo,neutral,0.0,non bullying
135,statement racist ignorant 'everybody equal period 'racism defined prejud,neutral,0.0,non bullying
136,.when terrorism racism bigotry prejudice hatred trade war climate change extinction specie mechanized,neutral,0.0,non bullying
137,happens openly listen bts without prejudice,neutral,0.0,non bullying
138,realdonaldtrump past trump fired anyone willing stand bullying face resistan,neutral,0.0,non bullying
139,attorney nebraska death row inmate john lotter iq low execution via .owhnews,neutral,0.0,non bullying
140,low iq statement justifying shooter statement fact,neutral,0.0,non bullying
141,realdonaldtrump yet needle d**k babble topic know nothing,neutral,0.0,non bullying
142,ideology trump human amazes,neutral,0.0,non bullying
143,another low iq tap dancing ball juggler need shut pie hole 'you clue run anything bu,neutral,0.0,non bullying
144,low iq crime 'simple,neutral,0.0,non bullying
145,.nntaleb 1 low-iq-arabists trying smear racist minority don\'t identify w/arabism clueless +not arab doesn\'t,neutral,0.0,non bullying
146,..shelteringwind .xeronius .theintercept add low iq conspiracy theorist mix,neutral,0.0,non bullying
147,think time reclaim feminism radical try diminish woman achievement conflat,neutral,0.0,non bullying
148,truly another peakterf moment trans-exclusionary radical feminist terfs scrambled delete assert,neutral,0.0,non bullying
149,maybe feminism come silence think audience appeal dif,neutral,0.0,non bullying
150,artisticfcuk art bst british summer time blue sky thought blueplanet clash titan gender equality,neutral,0.0,non bullying
151,tech medium moved unholy racist alliance basically offered left feminism economy pri,neutral,0.0,non bullying
152,lecture april 11 5:30pm joseph winter world anti- blackness coates afro-pessimism rupture,neutral,0.0,non bullying
153,miss white feminism 'loki 'where,neutral,0.0,non bullying
154,man dp broke porkistan two showed,neutral,0.0,non bullying
155,goatfucker,neutral,0.0,non bullying
156,he goatfucker,neutral,0.0,non bullying
157,.goatfucker,neutral,0.0,non bullying
158,.get mention goatfucker..,neutral,0.0,non bullying
159,never bombing kill name god.. goatfucker,neutral,0.0,non bullying
160,guy called sitting supreme court justice goatfucker michelle obama marxist harpy,neutral,0.0,non bullying
161,phil say goatfuckers international 12:32 knowing derogatory term used towa,neutral,0.0,non bullying
162,none keep prostitute female sex slave pedo goatfucker muham-head,neutral,0.0,non bullying
163,.look english goatfucker work u company..,neutral,0.0,non bullying
164,.i made goatfucker pigfucker..,neutral,0.0,non bullying
165,.the goatfucker made book notislamophobic,neutral,0.0,non bullying
166,ai bro swear .g00dgirlsteph got ta watch 'she found grandpa f,neutral,0.0,non bullying
167,'m going watch weebo reference motherfucking big screen get anything maybe ev,neutral,0.0,non bullying
168,realdonaldtrump stop yelling..,neutral,0.0,non bullying
169,legacy league nigga junbay league,neutral,0.0,non bullying
170,well hello kote218,neutral,0.0,non bullying
171,.honest answer discern white christian murderous kkk white supremacist/nazi terrorist dis,neutral,0.0,non bullying
172,.4 5 april 1944 alma ro austrian violinist jewish descent niece gustav mahler died germ,neutral,0.0,non bullying
173,hopefully showed nazi friend build bomb way did..,neutral,0.0,non bullying
174,get flack using term genocide holocaust nazi-ism write cda genocidal history tow,neutral,0.0,non bullying
175,every potential employer google douglas mackey see nazi 'anyone hire pub,neutral,0.0,non bullying
176,..jakehighwell .keque.mage virtually every republican running office decade called nazi l,neutral,0.0,non bullying
